"category","question","answer"
"General","What is the capital of Kansas?","Topeka"
"General","Who was Fred Flinstone's best friend?","Barney Rubble"
"General","Who is Mr. Warmth?","Don Rickles"
"General","What U.S. city is known as Insurance City?","Hartford, Conneticut"
"General","What is hippopotomonstrosesquippedaliophobia the fear of?","long words"
"General","Basketball: The Boston ···········.","Celtics"
"General","How many buttons does a double breasted suit have?","six"
"General","What is a volcano that is neither active nor extinct?","Dormant"
"General","Which nation has an AK-47 assault rifle on its flag?","Mozambique"
"General","Who was the only person to ever play in the Super Bowl and World Series?","Deion Sanders"
"General","In what sport would you find a 'Sukahara'?","Gymnastics"
"General","What does a heliologist study?","The sun"
"General","... is the position that arises out of the difficulties present in the dualism between the phenomenon and the object. It maintains that all we know are phenomena; we know nothing of the external things causing the phenomena.","phenomenalism"
"General","How is the 15th March also known ?","Ides of March"
"General","This ancient Chinese game is played with 156 small rectangular tiles.","Mah Jongg"
"General","Other than Germany, whose official language is German?","Austria"
"General","The study of sound is ________.","Acoustics"
"General","The Joker is arch villain of which super hero","Batman"
"General","What is the capital of West Virginia?","Charleston"
"General","Nitrous oxide is better known as __________.","Laughing gas"
"General","In which country did edam cheese originate?","Holland"
"General","An artist supports his canvas on a(n) _________.","Easel"
"General","What country formed the union of Tanganyika and Zanzibar?","Tanzania"
"General","What are the first three words of The Bible?","In the beginning"
"General","With which sport is Chris Evert Lloyd identified?","tennis"
"General","Who sang Happy Birthday to John F. Kennedy for his 45th?","Marilyn Monroe"
"General","what song did aretha franklin sing in 'blues brothers'","think"
"General","What is the art of tracing designs and making impressions of them called?","lithography"
"General","Name the actor who played the leading role in 'The Good, the Bad, and the Ugly'.","Clint Eastwood"
"General","Bugs always finds himself at the wrong end of a gun, usually toted by either Elmer Fudd or who?","Yosemite Sam"
"General","Where were the 1920 Olympics held ?","Antwerp, Belgium"
"General","In which city is the highest steeple?","Ulm"
"General","Which moon is the second largest satellite in our solar system?","Titan"
"General","What tiny vessel connects an artery with a vein?","capillary"
"General","What is the last letter in the Greek alphabet?","Omega"
"General","Who sang the Song 'Electric Youth'?","Debbie Gibson"
"General","Who did Larry Hagman portray in the TV series 'Dallas'?","J.R. Ewing"
"General","What is a resident of liverpool?","Liverpudlian"
"General","Name the sea between Asia Minor and Greece.","The Aegean"
"General","Which people invented the compass?","Chinese"
"General","What are Russian astronauts called ?","Cosmonauts"
"General","Which U.S. president is on the five-dollar bill?","Abraham Lincoln"
"General","He starred in, "City Lights".","Charlie Chaplin"
"General","U.S. President: Calvin _________.","Coolidge"
"General","Catbert and Ratbert are characters in which cartoon","Dilbert"
"General","In which game or sport are "Staunton" pieces used?","Chess"
"General","Football: The Seattle _______.","Seahawks"
"General","What is the most popular sport in england?","darts"
"General","What body function is improved if you sleep on your right side?","digestion"
"General","In what year did man first set foot on the moon?","1969"
"General","Name the slowest moving land mammal.","The sloth"
"General","What is a group of geese called?","gaggle"
"General","How many engines are on a B52 bomber?","eight"
"General","What volcano showers ash on Sicily?","Mount Etna"
"General","What group's biggest-ever hit was Be My Baby?","Ronettes"
"General","How is the state of Mississippi spelled?","Mississippi"
"General","An Andy Panda cartoon gave birth to a famous, cantankerous bird. Name him.","Woody Woodpecker"
"General","The study of animal and plant tissues?","Histology"
"General","Who won the 2001 FA Cup?","Liverpool"
"General","The chemical compound sodium chloride is often sprinkled on food before ingestion. What is it's common name?","salt"
"General","What is rock star Sting's real name?","Gordon Summer"
"General","What is the range, in miles, of an Aim-7 Sparrow?","twenty eight"
"General","How many days do dragon flies live for on average?","one"
"General","Which south african oil company has estblished the only commercially proven 'oil from coal' operations in the world?","Sasol"
"General","What name is given to a male witch ?","Warlock"
"General","Baseball: The New York ······?","Mets"
"General","Who invented the ball point pen?","Laszlo and Georg Biro"
"General","He led the Israelites out of Egypt.","Moses"
"General","What is a group of peacocks called?","Muster"
"General","Stan Lee and who teached "How to Draw Comics the Marvel Way"","John Buscema"
"General","Actor: ________ Hackman.","Gene"
"General","This Indian group ruled in early Peru.","Incas"
"General","In which sport or game are the terms: 'pin', 'fork', and 'skewer' used?","Chess"
"General","In what country is the lowest point in South America?","Argentina"
"General","What are the only two london boroughs that start with the letter 'e'?","Ealing and Enfield"
"General","The angles inside a square total _______ degrees.","360"
"General","What city is the Kremlin located?","Moscow"
"General","What famous building is located on the banks of the river Jumna?","Taj Mahal"
"General","What is the common name for the tympanic membrane?","eardrum"
"General","Name the number system which uses only the symbols 1 and 0.","The binary system"
"General","What is the 1st book of the Hindu scripture?","Rig Veda"
"General","A bridge hand with no cards in one suit is said to have a ·······.","void"
"General","If you count from 1 to 100, how many 7's will you come across?","20"
"General","who directed star trek: first contact","jonathan frakes"
"General","Whats the birthstone for July?","ruby"
"General","Encephalitis affects the ········.","brain"
"General","What is normal body temperature for an adult human (in degrees fahrenheit)?","98.6"
"General","History: What year did the battle of hastings occur?","1066"
"General","What is the score of a forfeited softball game?","7-0"
"General","Who discovered Penicillin ?","Alexander Fleming"
"General","Cattle are bovine, sheep are ······ ?","ovine"
"General","how many strings on a seven string guitar?","seven"
"General","What is Harold Lloyd Jenkins' stage name?","Conway Twitty"
"General","Who was voted "Time Magazine's" man of the year in 1938?","adolf Hitler"
"General","(Thoreau) Rather than love, than money, than fame, give me ... ?","truth"
"General","What is the study of insects called ?","Entomology"
